#sep=;
#Timestamp [us];Power measure [W]
1.664660;41.5090
1.668946;41.5090
1.680351;41.5090
1.684525;41.5090
1.688803;41.5090
1.700861;41.5090
1.705179;41.5090
1.710577;41.4100
1.720470;41.4100
1.724625;41.4100
1.729011;41.4100
1.740394;41.4100
1.744578;41.4100
1.748831;41.4100
1.760651;41.4100
1.764824;41.4100
1.768997;41.4100
1.780464;41.4100
1.784655;41.4100
1.788820;41.4100
1.800658;41.4100
1.804936;41.4100
1.809348;41.4100
1.820682;41.5090
1.824857;41.5090
1.829028;41.5090
1.840614;41.5090
1.844777;41.5090
1.848948;41.5090
1.860930;41.5090
1.865092;41.5090
1.869254;41.5090
1.880730;41.5090
1.884913;41.5090
1.889092;41.5090
1.900708;41.5090
1.905418;41.5090
1.909753;41.5090
1.920929;41.5090
1.925093;41.5090
1.929259;41.5090
1.940785;41.5090
1.944955;41.5090
1.949119;41.5090
1.961012;41.5090
1.965197;41.5090
1.969362;41.5090
1.980861;41.5090
1.985118;41.5090
1.989318;41.5090
2.000841;41.5090
2.005310;41.5090
2.009586;41.5090
2.020964;41.5090
2.025139;41.5090
2.029306;41.5090
2.038370;41.5090
2.044637;41.5090
2.048804;41.5090
2.059125;41.5090
2.065362;41.5090
2.069535;41.5090
2.080992;41.5090
2.085163;41.5090
2.089342;41.5090
2.096082;41.5090
2.102284;41.5090
2.106478;41.5090
2.118138;41.2130
2.130158;41.2130
2.141137;41.2130
2.145388;41.2130
2.149617;41.2130
2.161357;41.2130
2.165606;41.2130
2.169872;41.2130
2.181223;41.2130
2.185469;41.2130
2.189729;41.2130
2.201531;41.2130
2.205838;41.2130
2.218121;40.5120
2.224414;40.5120
2.228668;40.5120
2.235752;40.5120
2.242025;40.5120
2.246254;40.5120
2.255785;40.5120
2.262977;40.5120
2.267229;40.5120
2.275717;40.5120
2.282768;40.5120
2.286998;40.5120
2.295721;40.5120
2.303057;40.5120
2.307326;40.5120
2.316008;40.5120
2.324536;40.8190
2.328778;40.8190
2.335717;40.8190
2.343823;40.8190
2.348072;40.8190
2.355673;40.8190
2.364159;40.8190
2.368438;40.8190
2.375610;40.8190
2.384620;40.8190
2.388852;40.8190
2.395716;40.8190
2.404935;40.8190
2.409209;40.8190
2.415924;40.8190
2.422674;40.9180
2.427757;40.9180
2.435612;40.9180
2.442276;40.9180
2.447321;40.9180
2.455623;40.9180
2.462028;40.9180
2.467311;40.9180
2.475596;40.9180
2.482326;40.9180
2.487396;40.9180
2.495708;40.9180
2.502377;40.9180
2.507444;40.9180
2.516113;40.9180
2.524984;40.7210
2.536403;40.7210
2.547364;40.7210
2.555422;40.7210
2.561664;40.7210
2.567572;40.7210
2.575816;40.7210
2.582025;40.7210
2.587918;40.7210
2.595504;40.7210
2.601743;40.7210
2.608286;40.7210
2.615518;40.7210
2.622500;40.7210
2.629577;41.4100
2.636182;41.4100
2.642449;41.4100
2.648916;41.4100
2.655560;41.4100
2.661831;41.4100
2.666150;41.4100
2.675402;41.4100
2.681751;41.4100
2.686009;41.4100
2.695464;41.4100
2.701765;41.4100
2.706076;41.4100
2.715397;41.4100
2.722216;41.4100
2.729201;41.3110
2.739562;41.3110
2.746151;41.3110
2.755250;41.3110
2.762094;41.3110
2.766612;41.3110
2.775382;41.3110
2.781923;41.3110
2.786338;41.3110
2.795364;41.3110
2.801837;41.3110
2.806015;41.3110
2.815323;41.3110
2.822039;41.3110
2.828123;41.3110
2.835212;41.3110
2.842102;41.3110
2.846275;41.3110
2.855242;41.3110
2.862050;41.3110
2.866217;41.3110
2.875232;41.3110
2.882059;41.3110
2.886200;41.3110
2.895237;41.3110
2.902010;41.3110
2.906206;41.3110
2.915219;41.3110
2.922488;41.3110
2.927077;41.3110
2.935139;41.5090
2.942145;41.5090
2.946287;41.5090
2.955271;41.5090
2.962254;41.5090
2.966397;41.5090
2.975315;41.5090
2.982657;41.5090
2.986813;41.5090
2.995175;41.5090
3.002172;41.5090
3.006351;41.5090
3.015154;41.5090
3.022253;41.5090
3.026600;41.5090
3.035124;41.5090
3.042320;41.5090
3.046462;41.5090
3.056035;41.5090
3.062659;41.5090
3.066829;41.5090
3.075357;41.5090
3.082804;41.5090
3.086991;41.5090
3.095753;41.5090
3.102531;41.5090
3.106734;41.5090
3.115980;41.5090
3.122575;41.5090
3.126806;41.5090
3.137250;41.5090
3.143457;41.5090
3.147626;41.5090
3.156784;41.5090
3.163010;41.5090
3.167159;41.5090
3.177155;41.5090
3.183386;41.5090
3.187700;41.5090
3.197487;41.5090
3.203727;41.5090
3.207924;41.5090
3.217829;41.5090
3.224035;41.5090
3.228179;41.5090
3.235393;41.5090
3.242793;41.5090
3.246932;41.5090
3.255281;41.5090
3.262894;41.5090
3.267053;41.5090
3.275333;41.5090
3.282730;41.5090
3.287166;41.5090
3.295275;41.5090
3.302711;41.5090
3.306894;41.5090
3.315504;41.5090
3.322719;41.5090
3.327050;41.5090
3.335805;41.1150
3.343316;41.1150
3.347454;41.1150
3.355234;41.1150
3.362977;41.1150
3.367129;41.1150
3.375091;41.1150
3.382896;41.1150
3.387054;41.1150
3.394881;41.1150
3.402930;41.1150
3.407121;41.1150
3.414891;41.1150
3.422977;41.1150
3.427122;41.1150
3.437189;41.2130
3.443441;41.2130
3.447595;41.2130
3.454798;41.2130
3.463120;41.2130
3.467269;41.2130
3.474799;41.2130
3.483013;41.2130
3.487198;41.2130
3.494778;41.2130
3.503009;41.2130
3.507204;41.2130
3.514967;41.2130
3.523102;41.2130
3.527245;41.2130
3.535038;41.2130
3.543690;41.3110
3.547822;41.3110
3.554726;41.3110
3.563221;41.3110
3.567384;41.3110
3.576082;41.3110
3.583116;41.3110
3.587272;41.3110
3.595141;41.3110
3.603461;41.3110
3.607646;41.3110
3.614757;41.3110
3.623657;41.3110
3.627808;41.3110
3.634674;41.3110
3.644144;41.4100
3.648305;41.4100
3.654896;41.4100
3.664298;41.4100
3.668454;41.4100
3.675047;41.4100
3.684474;41.4100
3.688637;41.4100
3.695355;41.4100
3.704835;41.4100
3.714776;41.4100
3.725052;41.4100
3.735110;41.4100
3.745844;41.1150
3.754580;41.1150
3.765568;41.1150
3.774568;41.1150
3.785851;41.1150
3.794631;41.1150
3.806220;41.1150
3.814650;41.1150
3.826463;41.1150
3.834534;41.1150
3.843867;41.1150
3.848850;41.1150
3.855473;41.1150
3.864122;41.1150
3.869137;41.1150
3.875728;41.1150
3.883696;41.1150
3.888814;41.1150
3.895463;41.1150
3.904275;41.1150
3.909210;41.1150
3.915777;41.1150
3.923775;41.1150
3.928870;41.1150
3.935672;41.1150
3.944575;41.2130
3.954485;41.2130
3.958712;41.2130
3.965062;41.2130
3.974589;41.2130
3.984070;41.2130
3.989284;41.2130
3.995878;41.2130
4.004118;41.2130
4.010501;41.2130
4.017117;41.2130
4.024038;41.2130
4.029671;41.2130
4.036284;41.2130
4.045609;41.2130
4.054360;41.2130
4.058551;41.2130
4.064990;41.2130
4.074363;41.2130
4.078528;41.2130
4.084820;41.2130
4.094462;41.2130
4.098620;41.2130
4.104968;41.2130
4.114426;41.2130
4.118575;41.2130
4.124856;41.2130
4.134461;41.2130
4.138801;41.2130
4.147296;41.3110
4.154316;41.3110
4.158540;41.3110
4.164755;41.3110
4.174303;41.3110
4.178481;41.3110
4.184721;41.3110
4.194339;41.3110
4.198492;41.3110
4.204701;41.3110
4.214316;41.3110
4.218471;41.3110
4.224707;41.3110
4.234229;41.3110
4.238401;41.3110
4.244835;41.3110
4.254255;41.3110
4.258463;41.3110
4.264770;41.3110
4.274189;41.3110
4.278355;41.3110
4.284602;41.3110
4.294218;41.3110
4.298369;41.3110
4.304609;41.3110
4.314396;41.3110
4.318551;41.3110
4.324770;41.3110
4.334313;41.3110
4.338467;41.3110
4.344741;41.3110
4.354479;41.3110
4.358639;41.3110
4.364911;41.3110
4.374795;41.3110
4.378944;41.3110
4.385151;41.3110
4.395069;41.3110
4.399254;41.3110
4.405467;41.3110
4.416315;41.3110
4.424456;41.3110
4.435782;41.3110
4.444313;41.3110
4.456106;41.1150
4.464753;41.1150
4.476314;41.1150
4.484542;41.1150
4.496531;41.1150
4.504442;41.1150
4.517328;41.1150
4.524565;41.1150
4.534130;41.1150
4.539237;41.1150
4.545917;41.1150
4.558121;41.2130
4.566100;41.2130
4.574513;41.2130
4.580136;41.2130
4.586440;41.2130
4.594525;41.2130
4.599604;41.2130
4.606002;41.2130
4.614485;41.2130
4.620293;41.2130
4.626605;41.2130
4.634767;41.2130
4.639850;41.2130
4.646203;41.2130
4.654978;40.6230
4.660075;40.6230
4.666390;40.6230
4.674115;40.6230
4.679882;40.6230
4.686195;40.6230
4.693996;40.6230
4.699938;40.6230
4.706233;40.6230
4.714090;40.6230
4.720306;40.6230
4.726596;40.6230
4.733980;40.6230
4.740686;40.6230
4.747003;40.6230
4.754247;40.6230
4.768972;40.8190
4.777796;40.8190
4.785041;40.8190
4.793908;40.8190
4.798169;40.8190
4.804987;40.8190
4.813887;40.8190
4.818379;40.8190
4.825609;40.8190
4.833835;40.8190
4.838094;40.8190
4.845009;40.8190
4.853999;40.8190
4.858860;41.1150
4.865177;41.1150
4.873832;41.1150
4.878260;41.1150
4.885268;41.1150
4.893832;41.1150
4.898348;41.1150
4.905164;41.1150
4.913818;41.1150
4.918108;41.1150
4.925662;41.1150
4.933767;41.1150
4.938162;41.1150
4.945140;41.1150
4.953988;41.1150
4.959469;41.2130
4.965698;41.2130
4.973767;41.2130
4.977924;41.2130
4.985416;41.2130
4.993797;41.2130
4.997974;41.2130
5.005218;41.2130
5.013754;41.2130
5.017919;41.2130
5.025365;41.2130
5.033665;41.2130
5.037846;41.2130
5.045262;41.2130
5.053704;41.2130
5.060664;41.2130
5.066865;41.2130
5.073687;41.2130
5.077859;41.2130
5.085729;41.2130
5.093667;41.2130
5.097842;41.2130
5.105684;41.2130
5.113676;41.2130
5.117846;41.2130
5.125898;41.2130
5.133654;41.2130
5.137828;41.2130
5.146217;41.2130
5.153938;41.2130
5.158494;41.2130
5.166703;41.3110
5.173621;41.3110
5.177790;41.3110
5.187161;41.3110
5.193908;41.3110
5.198075;41.3110
5.207300;41.3110
5.213908;41.3110
5.218073;41.3110
5.227574;41.3110
5.234889;41.3110
5.239057;41.3110
5.247977;41.3110
5.254592;41.3110
5.258849;41.3110
5.268390;41.5090
5.274987;41.5090
5.279160;41.5090
5.288644;41.5090
5.295267;41.5090
5.299439;41.5090
5.309366;41.5090
5.316004;41.5090
5.320171;41.5090
5.329272;41.5090
5.336533;41.5090
5.340725;41.5090
5.349785;41.5090
5.356628;41.5090
5.361047;41.5090
5.375828;41.5090
5.387095;41.5090
5.393803;41.5090
5.397961;41.5090
5.406324;41.5090
5.413633;41.5090
5.417793;41.5090
5.426518;41.5090
5.433549;41.5090
5.438053;41.5090
5.446374;41.5090
5.453539;41.5090
5.457690;41.5090
5.467122;41.1150
5.473718;41.1150
5.477880;41.1150
5.486289;41.1150
5.493464;41.1150
5.497615;41.1150
5.506386;41.1150
5.513499;41.1150
5.517658;41.1150
5.526366;41.1150
5.533459;41.1150
5.537620;41.1150
5.546310;41.1150
5.553439;41.1150
5.557590;41.1150
5.569167;41.1150
5.575765;41.1150
5.580762;41.1150
