#sep=;
#Timestamp [us];Power measure [W]
3.940751;32.2550
3.952473;32.2550
3.956632;32.2550
3.966113;32.2550
3.973765;32.2550
3.977913;32.2550
3.986189;32.2550
3.994998;32.2550
3.999155;32.2550
4.006074;32.2550
4.014164;32.2550
4.018326;32.2550
4.032269;32.2550
4.036395;32.2550
4.040586;32.2550
4.052261;32.2550
4.056400;32.2550
4.060565;32.2550
4.072225;32.2550
4.076499;32.2550
4.080656;32.2550
4.092277;32.2550
4.096463;32.2550
4.100612;32.2550
4.112358;32.2550
4.116499;32.2550
4.120837;32.2550
4.132211;32.2550
4.136360;32.2550
4.140576;32.2550
4.152202;32.2550
4.156343;32.2550
4.160516;32.2550
4.172240;32.2550
4.176381;32.2550
4.180529;32.2550
4.192195;32.2550
4.196361;32.2550
4.200506;32.2550
4.212129;32.2550
4.216266;32.2550
4.220439;32.2550
4.232130;32.2550
4.236294;32.2550
4.240503;32.2550
4.252097;32.2550
4.256227;32.2550
4.260393;32.2550
4.272111;32.2550
4.276258;32.2550
4.280409;32.2550
4.292153;32.2550
4.296438;32.2550
4.300586;32.2550
4.312221;32.2550
4.316352;32.2550
4.320506;32.2550
4.332053;32.2550
4.336519;32.2550
4.340678;32.2550
4.352029;32.2550
4.356839;32.2550
4.360978;32.2550
4.372065;32.2550
4.377109;32.2550
4.381293;32.2550
4.392056;32.2550
4.398358;32.2550
4.411969;32.2550
4.417826;32.2550
4.431984;32.2550
4.438149;32.2550
4.451958;32.2550
4.458358;32.2550
4.471930;32.2550
4.478572;32.2550
4.491979;32.2550
4.499368;32.2550
4.511924;32.2550
4.516165;32.2550
4.521274;32.2550
4.531939;32.2550
4.540157;32.2550
4.551887;32.2550
4.556549;32.2550
4.562176;32.2550
4.571963;32.2550
4.576563;32.2550
4.581643;32.2550
4.591896;32.2550
4.596518;32.2550
4.602327;32.2550
4.611847;32.2550
4.616805;32.2550
4.621884;32.2550
4.631840;32.2550
4.637013;32.2550
4.642112;32.2550
4.651815;32.2550
4.656155;32.2550
4.661926;32.2550
4.671797;32.2550
4.676030;32.2550
4.681971;32.2550
4.691870;32.2550
4.696130;32.2550
4.702341;32.2550
4.711772;32.2550
4.716017;32.2550
4.722725;32.2550
4.731821;32.2550
4.736288;32.2550
4.753454;32.2550
4.759836;32.2550
4.771784;32.2550
4.775945;32.2550
4.780211;32.2550
4.791765;32.2550
4.795924;32.2550
4.800420;32.2550
4.811719;32.2550
4.815873;32.2550
4.820138;32.2550
4.831696;32.2550
4.836033;32.2550
4.840904;32.2550
4.851705;32.2550
4.855868;32.2550
4.860298;32.2550
4.871692;32.2550
4.875867;32.2550
4.880385;32.2550
4.891699;32.2550
4.895855;32.2550
4.900159;32.2550
4.911619;32.2550
4.915805;32.2550
4.920209;32.2550
4.931790;32.2550
4.936023;32.2550
4.941506;32.2550
4.951629;32.2550
4.955806;32.2550
4.960023;32.2550
4.971680;32.2550
4.975835;32.2550
4.980015;32.2550
4.991624;32.2550
4.995793;32.2550
4.999967;32.2550
5.011553;32.2550
5.015702;32.2550
5.019885;32.2550
5.031573;32.2550
5.035741;32.2550
5.042703;32.2550
5.051556;32.2550
5.055723;32.2550
5.059907;32.2550
5.071518;32.2550
5.075706;32.2550
5.079886;32.2550
5.091555;32.2550
5.095713;32.2550
5.099889;32.2550
5.111534;32.2550
5.115693;32.2550
5.119876;32.2550
5.131694;32.2550
5.135982;32.2550
5.140534;32.2550
5.151495;32.2550
5.155659;32.2550
5.159831;32.2550
5.171770;32.2550
5.175946;32.2550
5.180119;32.2550
5.191780;32.2550
5.195952;32.2550
5.200117;32.2550
5.212048;32.2550
5.216927;32.2550
5.221098;32.2550
5.232461;32.2550
5.236631;32.2550
5.240891;32.2550
5.252863;32.2550
5.257033;32.2550
5.261206;32.2550
5.273144;32.2550
5.277311;32.2550
5.281476;32.2550
5.293843;32.2550
5.298044;32.2550
5.302211;32.2550
5.313766;32.2550
5.318572;32.2550
5.322762;32.2550
5.334313;32.2550
5.338665;32.2550
5.343080;32.2550
5.360312;32.2550
5.371691;32.2550
5.375839;32.2550
5.380000;32.2550
5.391523;32.2550
5.395669;32.2550
5.399830;32.2550
5.411440;32.2550
5.415583;32.2550
5.420094;32.2550
5.431428;32.2550
5.435578;32.2550
5.439729;32.2550
5.451610;32.2550
5.455755;32.2550
5.459920;32.2550
5.471378;32.2550
5.475500;32.2550
5.479654;32.2550
5.491418;32.2550
5.495535;32.2550
5.499697;32.2550
5.511361;32.2550
5.515497;32.2550
5.519657;32.2550
5.531336;32.2550
5.535475;32.2550
5.539633;32.2550
5.553638;32.2550
5.557809;32.2550
5.562797;32.2550
